"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"39","高知県","39412","高岡郡四万十町","394120024000","香月が丘","33.215661","133.128763","0","1"
"39","高知県","39412","高岡郡四万十町","394120025000","影野","33.284505","133.178970","0","1"
"39","高知県","39412","高岡郡四万十町","394120026000","数神","33.229724","133.177209","0","1"
"39","高知県","39412","高岡郡四万十町","394120027000","上秋丸","33.307117","133.109501","0","1"
"39","高知県","39412","高岡郡四万十町","394120028000","上岡","33.184812","133.017784","0","1"
"39","高知県","39412","高岡郡四万十町","394120029000","茅吹手","33.214047","132.928236","0","1"
"39","高知県","39412","高岡郡四万十町","394120030000","烏手","33.195764","133.058748","0","1"
"39","高知県","39412","高岡郡四万十町","394120031000","河内","33.218224","132.865607","0","1"
"39","高知県","39412","高岡郡四万十町","394120032000","川ノ内","33.292334","133.142251","0","1"
"39","高知県","39412","高岡郡四万十町","394120033000","北琴平町","33.215164","133.134704","0","1"
"39","高知県","39412","高岡郡四万十町","394120034000","希ノ川","33.173073","132.991538","0","1"
"39","高知県","39412","高岡郡四万十町","394120035000","金上野","33.191734","133.144042","0","1"
"39","高知県","39412","高岡郡四万十町","394120036000","口神ノ川","33.201305","133.105560","0","1"
"39","高知県","39412","高岡郡四万十町","394120037000","窪川","33.205801","133.133679","0","1"
"39","高知県","39412","高岡郡四万十町","394120038000","久保川","33.244695","132.888678","0","1"
"39","高知県","39412","高岡郡四万十町","394120039000","窪川中津川","33.296330","133.089399","0","1"
"39","高知県","39412","高岡郡四万十町","394120040000","黒石","33.219647","133.199318","0","1"
"39","高知県","39412","高岡郡四万十町","394120041000","小石","33.206230","132.979539","0","1"
"39","高知県","39412","高岡郡四万十町","394120042000","神ノ西","33.213082","133.122161","0","1"
"39","高知県","39412","高岡郡四万十町","394120043000","古城","33.260891","132.828419","0","1"
"39","高知県","39412","高岡郡四万十町","394120044000","小鶴津","33.216877","133.235139","0","1"
"39","高知県","39412","高岡郡四万十町","394120045000","琴平町","33.212498","133.135195","0","1"
"39","高知県","39412","高岡郡四万十町","394120046000","小向","33.235804","133.162576","0","1"
"39","高知県","39412","高岡郡四万十町","394120047000","木屋ケ内","33.243497","132.979241","0","1"
"39","高知県","39412","高岡郡四万十町","394120048000","根元原","33.220887","133.142517","0","1"
"39","高知県","39412","高岡郡四万十町","394120049000","西原","33.193867","133.126757","0","1"
"39","高知県","39412","高岡郡四万十町","394120050000","榊山町","33.213147","133.139038","0","1"
"39","高知県","39412","高岡郡四万十町","394120051000","作屋","33.264621","133.109096","0","1"
"39","高知県","39412","高岡郡四万十町","394120052000","里川","33.185783","132.942580","0","1"
"39","高知県","39412","高岡郡四万十町","394120053000","茂串町","33.208174","133.133254","0","1"
"39","高知県","39412","高岡郡四万十町","394120054000","仕出原","33.223807","133.118257","0","1"
"39","高知県","39412","高岡郡四万十町","394120055000","下岡","33.189409","133.003864","0","1"
"39","高知県","39412","高岡郡四万十町","394120056000","下呉地","33.268787","133.165051","0","1"
"39","高知県","39412","高岡郡四万十町","394120057000","下津井","33.294436","132.936121","0","1"
"39","高知県","39412","高岡郡四万十町","394120058000","下道","33.265718","132.946461","0","1"
"39","高知県","39412","高岡郡四万十町","394120059000","勝賀野","33.274174","133.143828","0","1"
"39","高知県","39412","高岡郡四万十町","394120060000","上宮","33.176530","133.049738","0","1"
"39","高知県","39412","高岡郡四万十町","394120061000","昭和","33.216510","132.905971","0","1"
"39","高知県","39412","高岡郡四万十町","394120062000","地吉","33.256846","132.804567","0","1"
"39","高知県","39412","高岡郡四万十町","394120063000","志和","33.224376","133.234228","0","1"
"39","高知県","39412","高岡郡四万十町","394120064000","志和峰","33.229334","133.218954","0","1"
"39","高知県","39412","高岡郡四万十町","394120065000","新開町","33.209251","133.129535","0","1"
"39","高知県","39412","高岡郡四万十町","394120066000","瀬里","33.187652","132.987071","0","1"
"39","高知県","39412","高岡郡四万十町","394120067000","天ノ川","33.184302","133.090205","0","1"
"39","高知県","39412","高岡郡四万十町","394120068000","大正","33.174579","132.960289","0","1"
"39","高知県","39412","高岡郡四万十町","394120069000","大正大奈路","33.232176","132.989825","0","1"
"39","高知県","39412","高岡郡四万十町","394120070000","大正北ノ川","33.185239","133.034281","0","1"
"39","高知県","39412","高岡郡四万十町","394120071000","大正中津川","33.277737","132.999161","0","1"
"39","高知県","39412","高岡郡四万十町","394120072000","高野","33.173277","133.106142","0","1"
"39","高知県","39412","高岡郡四万十町","394120073000","津賀","33.225245","132.932155","0","1"
"39","高知県","39412","高岡郡四万十町","394120074000","寺野","33.220923","133.076053","0","1"
"39","高知県","39412","高岡郡四万十町","394120075000","土居","33.240064","133.198046","0","1"
"39","高知県","39412","高岡郡四万十町","394120076000","道徳","33.276104","133.189558","0","1"
"39","高知県","39412","高岡郡四万十町","394120077000","十川","33.258318","132.865551","0","1"
"39","高知県","39412","高岡郡四万十町","394120078000","十和川口","33.229452","132.835868","0","1"
"39","高知県","39412","高岡郡四万十町","394120079000","戸川","33.264290","132.850111","0","1"
"39","高知県","39412","高岡郡四万十町","394120080000","床鍋","33.302949","133.175121","0","1"
"39","高知県","39412","高岡郡四万十町","394120081000","富岡","33.225995","133.160580","0","1"
"39","高知県","39412","高岡郡四万十町","394120082000","中神ノ川","33.228409","133.098201","0","1"
"39","高知県","39412","高岡郡四万十町","394120083000","中ノ越","33.232349","133.158556","0","1"
"39","高知県","39412","高岡郡四万十町","394120084000","中村","33.271886","133.131244","0","1"
"39","高知県","39412","高岡郡四万十町","394120085000","七里","33.256801","133.134137","0","1"
"39","高知県","39412","高岡郡四万十町","394120086000","奈路","33.235670","133.185645","0","1"
"39","高知県","39412","高岡郡四万十町","394120087000","仁井田","33.245124","133.165121","0","1"
"39","高知県","39412","高岡郡四万十町","394120088000","西川角","33.245569","133.131808","0","1"
"39","高知県","39412","高岡郡四万十町","394120089000","西ノ川","33.230375","132.971010","0","1"
"39","高知県","39412","高岡郡四万十町","394120090000","根々崎","33.224857","133.134128","0","1"
"39","高知県","39412","高岡郡四万十町","394120091000","野地","33.177756","133.072719","0","1"
"39","高知県","39412","高岡郡四万十町","394120092000","野々川","33.190162","132.905255","0","1"
"39","高知県","39412","高岡郡四万十町","394120093000","八千数","33.209195","133.177557","0","1"
"39","高知県","39412","高岡郡四万十町","394120094000","飯ノ川","33.239166","133.212960","0","1"
"39","高知県","39412","高岡郡四万十町","394120095000","東大奈路","33.227839","133.145287","0","1"
"39","高知県","39412","高岡郡四万十町","394120096000","東川角","33.237944","133.133724","0","1"
"39","高知県","39412","高岡郡四万十町","394120097000","東北ノ川","33.287694","133.125552","0","1"
"39","高知県","39412","高岡郡四万十町","394120098000","東町","33.209526","133.137340","0","1"
"39","高知県","39412","高岡郡四万十町","394120099000","檜生原","33.238108","133.061631","0","1"
"39","高知県","39412","高岡郡四万十町","394120100000","日野地","33.319065","133.059388","0","1"
"39","高知県","39412","高岡郡四万十町","394120101000","平串","33.227772","133.152965","0","1"
"39","高知県","39412","高岡郡四万十町","394120102000","平野","33.250878","133.188605","0","1"
"39","高知県","39412","高岡郡四万十町","394120103000","弘瀬","33.165912","133.059043","0","1"
"39","高知県","39412","高岡郡四万十町","394120104000","広瀬","33.204130","132.831760","0","1"
"39","高知県","39412","高岡郡四万十町","394120105000","弘見","33.233325","133.200099","0","1"
"39","高知県","39412","高岡郡四万十町","394120106000","藤ノ川","33.217097","133.169169","0","1"
"39","高知県","39412","高岡郡四万十町","394120107000","古市町","33.207747","133.141447","0","1"
"39","高知県","39412","高岡郡四万十町","394120108000","本堂","33.217999","133.191219","0","1"
"39","高知県","39412","高岡郡四万十町","394120109000","本町","33.210250","133.133540","0","1"
"39","高知県","39412","高岡郡四万十町","394120110000","見付","33.201648","133.162503","0","1"
"39","高知県","39412","高岡郡四万十町","394120111000","南川口","33.201657","133.085190","0","1"
"39","高知県","39412","高岡郡四万十町","394120112000","峰ノ上","33.173053","133.139499","0","1"
"39","高知県","39412","高岡郡四万十町","394120113000","宮内","33.237342","133.110840","0","1"
"39","高知県","39412","高岡郡四万十町","394120114000","向川","33.224690","133.165446","0","1"
"39","高知県","39412","高岡郡四万十町","394120115000","芳川","33.225479","133.014706","0","1"
"39","高知県","39412","高岡郡四万十町","394120116000","与津地","33.198643","133.192061","0","1"
"39","高知県","39412","高岡郡四万十町","394120117000","米奥","33.276838","133.092093","0","1"
"39","高知県","39412","高岡郡四万十町","394120118000","六反地","33.257631","133.167218","0","1"
"39","高知県","39412","高岡郡四万十町","394120119000","若井","33.183291","133.105048","0","1"
"39","高知県","39412","高岡郡四万十町","394120120000","若井川","33.173490","133.123416","0","1"
"39","高知県","39424","幡多郡大月町","394240001000","大字赤泊","32.785132","132.736540","0","1"
"39","高知県","39424","幡多郡大月町","394240002000","大字安満地","32.800072","132.653941","0","1"
"39","高知県","39424","幡多郡大月町","394240003000","大字一切","32.786652","132.650513","0","1"
"39","高知県","39424","幡多郡大月町","394240004000","大字大浦","32.760669","132.760117","0","1"
"39","高知県","39424","幡多郡大月町","394240005000","大字樫ノ浦","32.792869","132.725272","0","1"
"39","高知県","39424","幡多郡大月町","394240006000","大字頭集","32.805058","132.686126","0","1"
"39","高知県","39424","幡多郡大月町","394240007000","大字柏島","32.766673","132.634844","0","1"
"39","高知県","39424","幡多郡大月町","394240008000","大字口目塚","32.807416","132.730268","0","1"
"39","高知県","39424","幡多郡大月町","394240009000","大字小才角","32.777303","132.778259","0","1"
"39","高知県","39424","幡多郡大月町","394240010000","大字古満目","32.787518","132.684609","0","1"
"39","高知県","39424","幡多郡大月町","394240011000","大字才角","32.772576","132.766243","0","1"
